household;year;Aspiration_adaptation;Strategy_order;time_of_run;optimism;b_no;b_constant;remember_t3;remember_t2;remember_t1;income_outcome_t1start;income_outcome_t1end;income_outcome_t2;income_outcome_t3;leisure_outcome_t1start;leisure_outcome_t1end;leisure_outcome_t2;leisure_outcome_t3;food_outcome_t1start;food_outcome_t1end;food_outcome_t2;food_outcome_t3;satisficed;savings;value_of_consumed-products;food_purchases;costs_of_production;earnings_from_sales;maizecost;vegetablecost;coffeecost;supplementaryfeedcost;cowcost;maizesales;vegetablesales;coffeesales;buttersales;oxensales;bullsales;cowsales;test_maizecost;test_vegetablecost;test_coffeecost;test_feedcost;test_cowcost;test_maizesales;test_vegetablesales;test_coffeesales;test_buttersales;test_oxensales;test_bullsales;test_cowsales;income_threshold_mean;income_threshold_t1start;income_threshold_t1end;income_threshold_t2;income_threshold_t3;leisure_threshold_mean;leisure_threshold_t1start;leisure_threshold_t1end;leisure_threshold_t2;leisure_threshold_t3;food_threshold_mean;food_threshold_t1start;food_threshold_t1end;food_threshold_t2;food_threshold_t3;incomegap;leisuregap;foodgap;relativeimportanceincome;relativeimportanceleisure;relativeimportancefood;ew_income;ew_leisure;ew_food;chosen_strategy;income_expectation;leisure_expectation;food_expectation;maizeland;vegetableland;coffeeland;privatepasture;fallowland;farmland;unfertilisedland;moderatefertilisedland;highlyfertilisedland;veryhighlyfertilisedland;maizefertilisedland;vegetablefertilisedland;coffeefertilisedland;herd;on_supplementary_feed;adopted_feed
(household 44) ;11 ;no-experience ;defined-by-similarity ;04:21:40.524 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;23483.249866128863 ;23483.249866128863 ;15860.927880476738 ;27756.761151682098 ;11.269370267016305 ;11.05418623621696 ;11.178473564351066 ;10.96328953355172 ;26.071428571428573 ;26.071428571428573 ;26.071428571428573 ;26.071428571428573 ;no ;241049.84148328385 ;15944 ;0 ;11162.115087291546 ;34645.36495342041 ;0 ;0 ;11162.115087291546 ;0 ;0 ;3046.9455602945686 ;0 ;31598.419393125838 ;0 ;0 ;0 ;0 ;0 ;0 ;5793.755827882435 ;0 ;0 ;3046.9455602945686 ;0 ;31598.419393125838 ;0 ;0 ;0 ;0 ;33821.381651603566 ;29906.988466856863 ;26750.17858673609 ;36893.709356503496 ;36258.797826797745 ;12.521413618154583 ;12.493763989553749 ;12.555032681019211 ;12.498050447204221 ;12.606227706061627 ;26.071428571428573 ;26.071428571428573 ;26.071428571428573 ;26.071428571428573 ;26.071428571428573 ;10338.131785474703 ;1.252043351138278 ;0 ;46.89265536723164 ;26.55367231638418 ;26.55367231638418 ;0 ;0 ;0 ;stick to current ;28851.609125537972 ;11.05418623621696 ;26.071428571428573 ;0.6492621618945758 ;0 ;0.2597048647578303 ;0 ;0 ;0.9089670266524061 ;0.9089670266524061 ;0 ;0 ;0 ;0 ;0 ;0 ;1 ;0 ;no
(household 45) ;11 ;no-experience ;defined-by-similarity ;04:21:40.525 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;31394.98620011322 ;32069.274856012096 ;30720.697544214345 ;33185.21873400125 ;24.055680648359562 ;24.055680648359562 ;24.055680648359562 ;24.01212707693099 ;36.260110250763404 ;37.93156181806853 ;34.66087113066777 ;33.134867302278025 ;no ;294676.132165178 ;35841.12261844591 ;13890.53760039304 ;10017.774263548248 ;42087.049119560346 ;0 ;0 ;10017.774263548248 ;0 ;0 ;0 ;0 ;42087.049119560346 ;0 ;0 ;0 ;0 ;0 ;0 ;7933.916468590726 ;0 ;0 ;0 ;0 ;42087.049119560346 ;0 ;0 ;0 ;0 ;37012.84599863588 ;35088.12857282565 ;34314.49809213173 ;37578.83535162564 ;39628.353335609645 ;27.17261431136223 ;26.911934529357076 ;26.85491110747373 ;27.16152580852924 ;27.658470673220986 ;36.58787157658982 ;37.93156181806853 ;39.68064731235007 ;36.260110250763404 ;34.66087113066777 ;5617.859798522659 ;3.116933663002669 ;0.3277613258264154 ;46.2962962962963 ;26.38888888888889 ;27.314814814814813 ;0 ;0 ;0 ;change to pasture ;34153.13265096962 ;24.35035170051549 ;37.93156181806853 ;0.3556374767399133 ;0 ;0.3556374767399133 ;0.17781873836995665 ;0.17781873836995665 ;1.06691243021974 ;1.06691243021974 ;0 ;0 ;0 ;0 ;0 ;0 ;1 ;0 ;no
(household 46) ;11 ;no-experience ;defined-by-similarity ;04:21:40.525 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;40394.8263616 ;40394.8263616 ;40394.8263616 ;40394.8263616 ;57.918838939794284 ;57.918838939794284 ;57.918838939794284 ;57.918838939794284 ;71.69642857142857 ;71.69642857142857 ;68.72639569163188 ;65.69946771857344 ;no ;73582.59246168533 ;78865.976820992 ;41707.1721851904 ;0 ;40394.8263616 ;0 ;0 ;0 ;0 ;0 ;0 ;40394.8263616 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;40394.8263616 ;0 ;0 ;0 ;0 ;0 ;44987.871861182066 ;45586.21785069296 ;45798.65826841568 ;44982.77144003893 ;43918.49971177715 ;77 ;77 ;77 ;77 ;77 ;71.00572325054561 ;71.69642857142857 ;71.69642857142857 ;71.69642857142857 ;68.72639569163188 ;4593.045499582069 ;19.081161060205716 ;-0.6907053208829552 ;42.72727272727273 ;19.090909090909093 ;38.18181818181819 ;0 ;0 ;0 ;stick to current ;40394.8263616 ;57.918838939794284 ;71.69642857142857 ;0.19845559893333334 ;0.09922779946666667 ;0 ;0 ;0 ;0.2976833984 ;0.2976833984 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
(household 47) ;11 ;no-experience ;defined-by-similarity ;04:21:40.525 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;0 ;0 ;0 ;0 ;12.787142857142857 ;12.787142857142857 ;12.787142857142857 ;12.787142857142857 ;13.32037983949324 ;13.936045649177348 ;12.736736845725042 ;12.167332087718696 ;no ;22472.12245131549 ;15608.37112707863 ;9365.022676247178 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;1504.6835378921717 ;0.01 ;0.01 ;1461.9483065779777 ;4277.198753069371 ;14.258475964952325 ;14.333304645205267 ;14.38786997895127 ;14.241966258148514 ;14.148548900702753 ;13.442369482205612 ;13.936045649177348 ;14.57795259241565 ;13.32037983949324 ;12.73673684572504 ;1504.6835378921717 ;1.4713331078094676 ;0.12198964271237145 ;70.58823529411765 ;2.941176470588235 ;26.47058823529412 ;0 ;0 ;0 ;stick to current ;0 ;12.787142857142857 ;13.936045649177348 ;0 ;0 ;0 ;0 ;0.597179092936898 ;0.597179092936898 ;0 ;0 ;0 ;0.597179092936898 ;0 ;0 ;0 ;0 ;0 ;0
(household 48) ;11 ;no-experience ;defined-by-similarity ;04:21:40.525 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;28865.948344022636 ;38214.109183900124 ;36977.78750414515 ;22503.8474130979 ;11.696633675559184 ;11.629347961273469 ;11.696633675559184 ;11.696633675559184 ;26.164282983400447 ;27.37252233917714 ;25.01512323853681 ;23.901950390207436 ;no ;141799.44928781647 ;33618.92198957536 ;18394.335011927036 ;9183.894313338054 ;47398.003497238176 ;0 ;0 ;9183.894313338054 ;0 ;0 ;0 ;0 ;38668.003497238176 ;0 ;8730 ;0 ;0 ;0 ;0 ;7273.496928706132 ;0 ;0 ;0 ;0 ;38668.003497238176 ;0 ;0 ;0 ;0 ;30016.615012570146 ;33693.727454230306 ;34860.61382609545 ;27730.312297940276 ;26827.266689526656 ;13.077762586331907 ;13.039091011016083 ;13.069537551719163 ;13.064971146895479 ;13.166558581055034 ;26.402811145152633 ;27.372522339177138 ;28.633810783347514 ;26.164282983400447 ;25.01512323853681 ;1150.6666685475102 ;1.3811289107727234 ;0.2385281617521855 ;43.859649122807014 ;23.684210526315788 ;32.45614035087719 ;0 ;0 ;0 ;stick to current ;31394.506568532044 ;11.696633675559184 ;27.37252233917714 ;0 ;0 ;0.326034198247619 ;0 ;0.326034198247619 ;0.652068396495238 ;0.652068396495238 ;0 ;0 ;0 ;0 ;0 ;0 ;8 ;0 ;0
(household 49) ;11 ;no-experience ;defined-by-similarity ;04:21:40.526 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;341218.9472951088 ;341218.9472951088 ;341218.9472951088 ;346172.2549437413 ;11.225508956929021 ;11.225508956929021 ;10.76921290548115 ;10.76921290548115 ;19.574262313022746 ;20.47714649825247 ;18.71164773783359 ;17.8835290598533 ;no ;3649315.7133114426 ;26414.404078042768 ;13760.642446825661 ;5780.444918647945 ;346999.39221375674 ;0 ;316.6537253582212 ;5463.791193289724 ;0 ;0 ;0 ;313752.3210961056 ;33247.07111765111 ;0 ;0 ;0 ;0 ;0 ;316.6537253582212 ;6142.806920883962 ;0 ;0 ;0 ;313752.3210961056 ;33247.07111765111 ;0 ;0 ;0 ;0 ;396838.42869595264 ;389919.21444096597 ;384386.40853263455 ;398552.61360081995 ;406721.7369976274 ;12.106485534433551 ;12.167191959465969 ;12.37911209756223 ;12.111483132839608 ;11.989717571766114 ;19.75160579167957 ;20.47714649825247 ;21.421199257769526 ;19.574262313022746 ;18.711647737833587 ;55619.481400843826 ;0.88097657750453 ;0.1773434786568231 ;20.909090909090907 ;9.090909090909092 ;70 ;0 ;0 ;0 ;abandon land ;340539.93156751455 ;11.681805008376893 ;20.47714649825247 ;0 ;0.275351065528888 ;0.275351065528888 ;0 ;0.826053196586664 ;1.37675532764444 ;1.101404262115552 ;0.275351065528888 ;0 ;0 ;0 ;0.275351065528888 ;0 ;0 ;0 ;0
(household 50) ;11 ;no-experience ;defined-by-similarity ;04:21:40.526 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;0 ;0 ;0 ;0 ;25.32402804831079 ;25.32402804831079 ;25.32402804831079 ;25.32402804831079 ;39.008131129146285 ;40.806894919306444 ;37.28883297037372 ;35.643127162533695 ;no ;-131205.9884191181 ;37522.065108900046 ;17604.244744906126 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0.004853759417409788 ;0.01 ;0.008315808262165596 ;2.117847485127093E-4 ;0.002553488372093023 ;28.53358813394192 ;28.517623477647486 ;28.499202612995855 ;28.539597049183765 ;28.553311142409147 ;39.36126523694064 ;40.806894919306444 ;42.6883293167643 ;39.008131129146285 ;37.28883297037372 ;0.004853759417409788 ;3.2095600856311286 ;0.3531341077943537 ;47.752808988764045 ;49.43820224719101 ;2.8089887640449436 ;0 ;0 ;0 ;stick to current ;0 ;25.32402804831079 ;40.806894919306444 ;0.30101755705383265 ;0 ;0 ;0.15050877852691633 ;0 ;0.45152633558074895 ;0.45152633558074895 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
(household 51) ;11 ;no-experience ;defined-by-similarity ;04:21:40.526 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;3173.6421464702926 ;2474.3507989963973 ;4102.538816124074 ;5008.872449129185 ;11.811849332476644 ;11.811849332476644 ;11.811849332476644 ;11.811849332476644 ;37.85840830808233 ;39.107142857142854 ;36.19966425512915 ;34.58121133904859 ;no ;57167.204426442644 ;21900 ;0 ;3075.117298678165 ;5549.468097674562 ;3075.117298678165 ;0 ;0 ;0 ;0 ;5549.468097674562 ;0 ;0 ;0 ;0 ;0 ;0 ;3075.117298678165 ;0 ;0 ;0 ;0 ;5549.468097674562 ;0 ;0 ;0 ;0 ;0 ;0 ;6279.313621144025 ;5481.509900665674 ;4358.033232095778 ;6518.344678584901 ;7356.813731843741 ;13.338097159367152 ;13.292508197426269 ;13.270322085196856 ;13.341245334501917 ;13.415435028158589 ;37.99537996746739 ;39.10714285714286 ;39.10714285714286 ;37.85840830808233 ;36.19966425512915 ;3105.6714746737325 ;1.5262478268905078 ;0.13697165938506117 ;32.48407643312102 ;28.02547770700637 ;39.490445859872615 ;0 ;0 ;0 ;stick to current ;2474.3507989963973 ;11.811849332476644 ;39.107142857142854 ;0.588539195919266 ;0 ;0 ;0 ;0 ;0.588539195919266 ;0 ;0 ;0 ;0.588539195919266 ;0.588539195919266 ;0 ;0 ;0 ;0 ;no
(household 52) ;11 ;no-experience ;defined-by-similarity ;04:21:40.527 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;0 ;0 ;0 ;0 ;12.787142857142857 ;12.787142857142857 ;12.787142857142857 ;12.787142857142857 ;10.141825333697218 ;10.608675886145942 ;9.692936274024522 ;9.269458347092328 ;no ;-61548.0174441926 ;11881.716992483454 ;7129.030195490072 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0.004853759417409788 ;0.01 ;0.008315808262165596 ;2.117847485127093E-4 ;0.002553488372093023 ;14 ;14 ;14 ;14 ;14 ;10.232858341775128 ;10.608675886145942 ;11.098144826818181 ;10.14182533369722 ;9.692936274024522 ;0.004853759417409788 ;1.2128571428571426 ;0.09103300807790937 ;39.39393939393939 ;27.27272727272727 ;33.33333333333333 ;0 ;0 ;0 ;stick to current ;0 ;12.787142857142857 ;10.608675886145942 ;0 ;0 ;0 ;0.651798876945455 ;0 ;0.651798876945455 ;0.651798876945455 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
(household 53) ;11 ;no-experience ;defined-by-similarity ;04:21:40.527 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;16601.584014346427 ;16601.584014346427 ;16601.584014346427 ;16732.988384912518 ;-1.7058318856639259 ;-1.7058318856639259 ;-1.7058318856639259 ;-1.7058318856639259 ;13.035714285714286 ;13.035714285714286 ;13.035714285714286 ;12.801063623989121 ;no ;177865.9371773311 ;7300 ;0 ;0 ;16601.584014346427 ;0 ;0 ;0 ;0 ;0 ;16601.584014346427 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;1934.6388826917637 ;0 ;0 ;0 ;21816.31518451104 ;0 ;0 ;0 ;0 ;0 ;0 ;20732.6431835129 ;20916.05215839743 ;20102.878140192388 ;21132.010417537796 ;19803.45617768341 ;0.01 ;0.01 ;0.01 ;0.01 ;0.01 ;13.035714285714286 ;13.035714285714286 ;13.035714285714286 ;13.035714285714286 ;13.035714285714286 ;4131.059169166474 ;1.7158318856639259 ;0 ;12.777777777777777 ;32.77777777777778 ;54.44444444444444 ;0 ;0 ;0 ;0 ;19881.676301819276 ;-1.7058318856639259 ;13.035714285714286 ;0.879381310314438 ;0 ;0 ;0 ;0 ;0.879381310314438 ;0.879381310314438 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
(household 54) ;11 ;no-experience ;defined-by-similarity ;04:21:40.527 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;107687.65140066881 ;107128.33819944569 ;108220.50841448957 ;108734.79952026292 ;27.197714285714287 ;27.197714285714287 ;27.238625000000003 ;27.238625000000003 ;21.63812249880573 ;22.63689607241844 ;20.686592116982943 ;19.76821514238762 ;no ;1144676.7098811036 ;12676.683530649803 ;0 ;10875 ;118003.33819944569 ;10875 ;0 ;0 ;0 ;0 ;118003.33819944569 ;0 ;0 ;0 ;0 ;0 ;0 ;10875 ;0 ;0 ;0 ;0 ;118003.33819944569 ;0 ;0 ;0 ;0 ;0 ;0 ;125175.53787478208 ;124138.01846158123 ;122475.37047130933 ;125690.14337635053 ;126271.16456619093 ;35 ;35 ;35 ;35 ;35 ;21.834927626870865 ;22.63689607241844 ;23.680178568410053 ;21.63812249880573 ;20.686592116982943 ;17487.88647411327 ;7.802285714285713 ;0.19680512806513661 ;34.285714285714285 ;37.55102040816327 ;28.163265306122447 ;0 ;0 ;0 ;stick to current ;107128.33819944569 ;27.197714285714287 ;22.63689607241844 ;3 ;0 ;0 ;0 ;0 ;3 ;0 ;0 ;3 ;0 ;3 ;0 ;0 ;4 ;0 ;0
(household 55) ;11 ;no-experience ;defined-by-similarity ;04:21:40.528 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;0 ;0 ;0 ;0 ;6.269285714285714 ;6.269285714285714 ;6.269285714285714 ;6.269285714285714 ;19.553571428571427 ;19.553571428571427 ;19.553571428571427 ;19.553571428571427 ;no ;-147317.52765688574 ;21900 ;13140 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0.004853759417409788 ;0.01 ;0.008315808262165596 ;2.117847485127093E-4 ;0.002553488372093023 ;7.054390036632194 ;7.06694258807657 ;7.0669927724244825 ;7.0563083244579525 ;7.028918012293678 ;19.55357142857143 ;19.55357142857143 ;19.55357142857143 ;19.55357142857143 ;19.55357142857143 ;0.004853759417409788 ;0.7851043223464798 ;3.552713678800501E-15 ;61.038961038961034 ;22.07792207792208 ;16.883116883116884 ;0 ;0 ;0 ;stick to current ;0 ;6.269285714285714 ;19.553571428571427 ;0 ;0 ;0 ;2.0772393252494057 ;0 ;2.0772393252494057 ;2.0772393252494057 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
(household 56) ;11 ;no-experience ;defined-by-similarity ;04:21:40.528 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;416453.5435850677 ;416453.5435850677 ;416453.5435850677 ;416453.5435850677 ;11.237905047751108 ;11.237905047751108 ;11.237905047751108 ;11.237905047751108 ;26.071428571428573 ;26.071428571428573 ;26.071428571428573 ;26.071428571428573 ;no ;4374010.571977659 ;30640 ;17520 ;0 ;416453.5435850677 ;0 ;0 ;0 ;0 ;0 ;0 ;416453.5435850677 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;416453.5435850677 ;0 ;0 ;0 ;0 ;0 ;468158.1755494904 ;468233.84361091733 ;468378.451407473 ;468103.426604816 ;468104.0964559334 ;12.723338984192651 ;12.692204342104013 ;12.65836928781052 ;12.73408257014242 ;12.763265961027546 ;26.071428571428573 ;26.071428571428573 ;26.071428571428573 ;26.071428571428573 ;26.071428571428573 ;51704.631964422704 ;1.4854339364415434 ;0 ;30.943396226415093 ;37.735849056603776 ;31.32075471698113 ;0 ;0 ;0 ;stick to current ;416453.5435850677 ;11.237905047751108 ;26.071428571428573 ;0 ;0.93488488497778 ;0 ;0.93488488497778 ;0 ;1.86976976995556 ;1.86976976995556 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;no
(household 57) ;11 ;no-experience ;defined-by-similarity ;04:21:40.528 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;20903.6283244712 ;20903.6283244712 ;20903.6283244712 ;12880.0839241118 ;4.75115206697002 ;4.75115206697002 ;4.75115206697002 ;4.707598495541448 ;26.071428571428573 ;26.071428571428573 ;26.071428571428573 ;26.071428571428573 ;no ;173012.84576324112 ;14600 ;0 ;3222.7532910030823 ;24126.38161547428 ;3222.7532910030823 ;0 ;0 ;0 ;0 ;24126.38161547428 ;0 ;0 ;0 ;0 ;0 ;0 ;3222.7532910030823 ;0 ;0 ;0 ;0 ;24126.38161547428 ;0 ;0 ;0 ;0 ;0 ;0 ;15345.065743821775 ;16556.1417871882 ;19885.302037839854 ;13713.857317870697 ;15611.941504688833 ;4.891823124233508 ;5.123852184349588 ;5.316742817798498 ;4.832241022994421 ;4.563543967883198 ;26.071428571428573 ;26.071428571428573 ;26.071428571428573 ;26.071428571428573 ;26.071428571428573 ;-5558.5625806494245 ;0.14067105726348839 ;0 ;28.971962616822427 ;26.168224299065418 ;44.85981308411215 ;0 ;0 ;0 ;stick to current ;20903.6283244712 ;4.75115206697002 ;26.071428571428573 ;0.88903539062154 ;0 ;0 ;0 ;0.88903539062154 ;1.77807078124308 ;0.88903539062154 ;0 ;0.88903539062154 ;0 ;0.88903539062154 ;0 ;0 ;1 ;0 ;0
(household 58) ;11 ;no-experience ;defined-by-similarity ;04:21:40.528 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;56641.707897386965 ;55995.38877960433 ;57253.59350683405 ;57855.77917086007 ;8.48192808100469 ;8.48192808100469 ;8.48192808100469 ;8.48192808100469 ;24.94863788459956 ;26.10277916635428 ;23.855985010586927 ;22.780653467683315 ;no ;649736.5397698765 ;14617.556333158398 ;0 ;0 ;55995.38877960433 ;0 ;0 ;0 ;0 ;0 ;55995.38877960433 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;55995.38877960433 ;0 ;0 ;0 ;0 ;0 ;0 ;65512.14545677065 ;65342.49670851584 ;64617.92464221898 ;65717.90766959933 ;65508.86988438631 ;9.47806998803695 ;9.501101162122575 ;9.527892362064188 ;9.469315911419597 ;9.449744989608849 ;25.177661473703246 ;26.10277916635428 ;27.30485750957534 ;24.94863788459956 ;23.855985010586927 ;8870.437559383688 ;0.9961419070322588 ;0.22902358910368648 ;51.32743362831859 ;17.699115044247787 ;30.973451327433626 ;0 ;0 ;0 ;stick to current ;55995.38877960433 ;8.48192808100469 ;26.10277916635428 ;2.59797443387648 ;0 ;0 ;0 ;1.29898721693824 ;3.8969616508147196 ;3.8969616508147196 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
(household 59) ;11 ;no-experience ;defined-by-similarity ;04:21:40.528 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;23252.136128069873 ;24349.88325975498 ;23252.136128069873 ;13051.888307829588 ;11.855344346262646 ;11.748469346262647 ;11.855344346262646 ;11.93320148911979 ;15.043508727748863 ;15.73779163066473 ;14.381361813920426 ;13.742692688868756 ;no ;175659.07298276378 ;19380.872080889952 ;10575.795975806697 ;11026.684663999422 ;35376.5679237544 ;0 ;0 ;11026.684663999422 ;0 ;0 ;0 ;0 ;35376.5679237544 ;0 ;0 ;0 ;0 ;0 ;0 ;6458.238597247653 ;0 ;0 ;0 ;0 ;35376.5679237544 ;0 ;0 ;0 ;0 ;19719.588245905372 ;19312.777122665248 ;21868.062525772537 ;17929.210567429305 ;23137.414785451692 ;13.513843538628826 ;13.381479527906214 ;13.304228867736743 ;13.53017565538279 ;13.727600582798589 ;15.180151125753543 ;15.73779163066473 ;16.463192133095863 ;15.043508727748863 ;14.381361813920426 ;-3532.547882164501 ;1.6584991923661807 ;0.13664239800468003 ;23.11111111111111 ;38.666666666666664 ;38.22222222222222 ;0 ;0 ;0 ;stick to current ;28918.329326506748 ;11.855344346262646 ;15.73779163066473 ;0 ;0 ;0.2894902773431195 ;0 ;0.2894902773431195 ;0.578980554686239 ;0.578980554686239 ;0 ;0 ;0 ;0 ;0 ;0 ;8 ;0 ;0
(household 60) ;11 ;no-experience ;defined-by-similarity ;04:21:40.529 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;9351.373775977876 ;8712.528822725812 ;9137.254021755623 ;9722.14745990793 ;11.857873645466402 ;11.857873645466402 ;11.857873645466402 ;11.857873645466402 ;24.772760931299178 ;25.91355549067786 ;23.673093461473137 ;22.62864089334402 ;no ;85664.18527960693 ;14511.591074779604 ;0 ;2930.001846298824 ;11642.530669024636 ;2930.001846298824 ;0 ;0 ;0 ;0 ;11642.530669024636 ;0 ;0 ;0 ;0 ;0 ;0 ;2930.001846298824 ;0 ;0 ;0 ;0 ;11642.530669024636 ;0 ;0 ;0 ;0 ;0 ;0 ;10219.54066138656 ;10852.64171034652 ;11004.59869742994 ;10300.013025987315 ;8959.250226357506 ;13.421237397237402 ;13.33003970470048 ;13.293028001638556 ;13.424144857151056 ;13.581032053933374 ;24.994566218986524 ;25.91355549067786 ;27.10942088575245 ;24.772760931299178 ;23.673093461473137 ;868.1668854086838 ;1.563363751771 ;0.22180528768734575 ;14.705882352941178 ;45.588235294117645 ;39.705882352941174 ;0 ;0 ;0 ;stick to current ;8712.528822725812 ;11.857873645466402 ;25.91355549067786 ;0.560765903597861 ;0 ;0 ;0 ;0 ;0.560765903597861 ;0 ;0 ;0 ;0.560765903597861 ;0.560765903597861 ;0 ;0 ;0 ;0 ;no
(household 61) ;11 ;no-experience ;defined-by-similarity ;04:21:40.529 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;462.0085137429676 ;1458.4445472885823 ;336.710655343069 ;829.4992223057184 ;12.225324506829207 ;12.225324506829207 ;12.225324506829207 ;12.225324506829207 ;20.62003923006134 ;21.57259143932909 ;19.71470003580243 ;18.83472045194056 ;no ;8612.86549794191 ;12080.65120602429 ;0 ;1228.9776413111094 ;2687.4221885996917 ;1228.9776413111094 ;0 ;0 ;0 ;0 ;2687.4221885996917 ;0 ;0 ;0 ;0 ;0 ;0 ;614.4888206555547 ;614.4888206555547 ;0 ;0 ;0 ;2687.4221885996917 ;0 ;0 ;0 ;0 ;0 ;0 ;836.2856238405636 ;841.5594849648064 ;715.2127596691286 ;937.4174698743308 ;675.094904766276 ;13.961157000532726 ;13.780948804615651 ;13.688871622679851 ;13.975610969378108 ;14.263850799915382 ;20.80823801667135 ;21.57259143932909 ;22.566531557321042 ;20.62003923006134 ;19.71470003580243 ;374.27711009759605 ;1.7358324937035192 ;0.188198786610009 ;37.410071942446045 ;12.949640287769784 ;49.64028776978417 ;0 ;0 ;0 ;buy fertiliser ;1458.4445472885823 ;12.225324506829207 ;21.57259143932909 ;0.339028314844444 ;0 ;0 ;0 ;0 ;0.339028314844444 ;0 ;0 ;0.339028314844444 ;0 ;0.339028314844444 ;0 ;0 ;0 ;0 ;0
(household 62) ;11 ;no-experience ;defined-by-similarity ;04:21:40.529 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;10572 ;10572 ;0 ;-6090 ;12.656482142857143 ;12.698714285714287 ;12.656482142857143 ;12.656482142857143 ;65.17857142857143 ;65.17857142857143 ;65.17857142857143 ;65.17857142857143 ;no ;-104541.39547515521 ;73000 ;43800 ;0 ;10572 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;10572 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;10572 ;12.89265579228278 ;0.01 ;4751.6088048934735 ;0.01 ;55.40541990681595 ;14.096414456742714 ;14.581232980751011 ;14.662325088540054 ;14.135960720808225 ;13.164421717429514 ;65.17857142857143 ;65.17857142857143 ;65.17857142857143 ;65.17857142857143 ;65.17857142857143 ;-10559.107344207718 ;1.4399323138855706 ;0 ;54.14364640883977 ;6.629834254143646 ;39.226519337016576 ;0 ;0 ;0 ;sell cow ;10572 ;12.656482142857143 ;65.17857142857143 ;0 ;0 ;0 ;2.39002579397993 ;0 ;2.39002579397993 ;0 ;0 ;2.39002579397993 ;0 ;0 ;0 ;0 ;2 ;0 ;no
