household;year;Aspiration_adaptation;Strategy_order;time_of_run;optimism;b_no;b_constant;remember_t3;remember_t2;remember_t1;income_outcome_t1start;income_outcome_t1end;income_outcome_t2;income_outcome_t3;leisure_outcome_t1start;leisure_outcome_t1end;leisure_outcome_t2;leisure_outcome_t3;food_outcome_t1start;food_outcome_t1end;food_outcome_t2;food_outcome_t3;satisficed;savings;value_of_consumed-products;food_purchases;costs_of_production;earnings_from_sales;maizecost;vegetablecost;coffeecost;supplementaryfeedcost;cowcost;maizesales;vegetablesales;coffeesales;buttersales;oxensales;bullsales;cowsales;test_maizecost;test_vegetablecost;test_coffeecost;test_feedcost;test_cowcost;test_maizesales;test_vegetablesales;test_coffeesales;test_buttersales;test_oxensales;test_bullsales;test_cowsales;income_threshold_mean;income_threshold_t1start;income_threshold_t1end;income_threshold_t2;income_threshold_t3;leisure_threshold_mean;leisure_threshold_t1start;leisure_threshold_t1end;leisure_threshold_t2;leisure_threshold_t3;food_threshold_mean;food_threshold_t1start;food_threshold_t1end;food_threshold_t2;food_threshold_t3;incomegap;leisuregap;foodgap;relativeimportanceincome;relativeimportanceleisure;relativeimportancefood;ew_income;ew_leisure;ew_food;chosen_strategy;income_expectation;leisure_expectation;food_expectation;maizeland;vegetableland;coffeeland;privatepasture;fallowland;farmland;unfertilisedland;moderatefertilisedland;highlyfertilisedland;veryhighlyfertilisedland;maizefertilisedland;vegetablefertilisedland;coffeefertilisedland;herd;on_supplementary_feed;adopted_feed
(household 39) ;1 ;no-experience ;defined-by-similarity ;04:19:34.697 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;15237.222535171875 ;25469.62158820454 ;15237.222535171875 ;15237.222535171875 ;5 ;10.773696428571428 ;5 ;5 ;14 ;10.10237317257983 ;14 ;14 ;no ;25469.62158820454 ;5657.328976644704 ;0 ;0 ;25469.62158820454 ;0 ;0 ;0 ;0 ;0 ;16739.62158820454 ;0 ;0 ;0 ;8730 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;16739.62158820454 ;0 ;0 ;0 ;8730 ;0 ;0 ;33047.96205740595 ;33047.96205740595 ;26685.527375270914 ;33047.96205740595 ;33047.96205740595 ;5.889072054943119 ;5.889072054943119 ;5.783443232965872 ;5.889072054943119 ;5.889072054943119 ;10.10237317257983 ;10.10237317257983 ;12.361423903547898 ;10.10237317257983 ;10.10237317257983 ;17810.73952223408 ;0.889072054943119 ;-3.8976268274201704 ;51.59574468085106 ;1.5957446808510638 ;46.808510638297875 ;0 ;0 ;0 ;change to maize ;25469.62158820454 ;11.13524369782271 ;10.10237317257983 ;0.824023199589744 ;0 ;0 ;0 ;0 ;0.824023199589744 ;0.824023199589744 ;0 ;0 ;0 ;0 ;0 ;0 ;1 ;0 ;0
(household 40) ;1 ;no-experience ;defined-by-similarity ;04:19:34.697 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;48760.395604395606 ;13976.456396194953 ;48760.395604395606 ;48760.395604395606 ;-5.9375 ;-2.1551428571428572 ;-5.9375 ;-5.9375 ;19.5129999816418 ;47.8456135782233 ;19.5129999816418 ;19.5129999816418 ;no ;13976.456396194953 ;26793.543603805047 ;0 ;0 ;13976.456396194953 ;0 ;0 ;0 ;0 ;0 ;13976.456396194953 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;13976.456396194953 ;0 ;0 ;0 ;0 ;16752 ;0 ;50084.6470066145 ;50084.6470066145 ;51992.96622594672 ;50084.6470066145 ;50084.6470066145 ;0.01 ;0.01 ;0.01 ;0.01 ;0.01 ;47.84561357822331 ;47.8456135782233 ;37.48821813867279 ;47.8456135782233 ;47.8456135782233 ;1324.2514022188916 ;5.9475 ;28.332613596581506 ;22.07792207792208 ;61.68831168831169 ;16.233766233766232 ;0 ;0 ;0 ;0 ;30728.456396194953 ;-2.983714285714285 ;47.8456135782233 ;1.5 ;0 ;0 ;0 ;0 ;1.5 ;1.5 ;0 ;0 ;0 ;0 ;0 ;0 ;1 ;0 ;0
(household 41) ;1 ;no-experience ;defined-by-similarity ;04:19:34.697 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;5188.498951867964 ;3349.5003491517923 ;5188.498951867964 ;5188.498951867964 ;4.5 ;2.866571428571429 ;4.5 ;4.5 ;8 ;11.106787143782801 ;8 ;8 ;no ;3349.5003491517923 ;6219.800800518369 ;0 ;0 ;3349.5003491517923 ;0 ;0 ;0 ;0 ;0 ;3349.5003491517923 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;3349.5003491517923 ;0 ;0 ;0 ;0 ;0 ;0 ;72326.0633235905 ;72326.0633235905 ;45730.46252249488 ;72326.0633235905 ;72326.0633235905 ;6.04327279555981 ;6.04327279555981 ;5.650963677335886 ;6.04327279555981 ;6.04327279555981 ;11.106787143782803 ;11.106787143782801 ;10.26407228626968 ;11.106787143782801 ;11.106787143782801 ;67137.56437172253 ;1.54327279555981 ;3.106787143782803 ;37.38738738738739 ;33.33333333333333 ;29.27927927927928 ;0 ;0 ;0 ;stick to current ;3349.5003491517923 ;5.597424506800306 ;11.106787143782801 ;0.3520714183101605 ;0 ;0 ;0.3520714183101605 ;0 ;0.704142836620321 ;0.704142836620321 ;0 ;0 ;0 ;0 ;0 ;0 ;1 ;0 ;0
(household 42) ;1 ;no-experience ;defined-by-similarity ;04:19:34.697 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;3094.962319715756 ;3094.962319715756 ;3094.962319715756 ;3094.962319715756 ;0.75 ;4.612142857142857 ;0.75 ;0.75 ;5 ;5.2357731554160125 ;5 ;5 ;no ;3094.962319715756 ;2932.032967032967 ;0 ;0 ;3094.962319715756 ;0 ;0 ;0 ;0 ;0 ;3094.962319715756 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;3094.962319715756 ;0 ;0 ;0 ;0 ;0 ;0 ;31734.750495918786 ;31734.75049591879 ;20433.583341423364 ;31734.75049591879 ;31734.75049591879 ;2.592355301485646 ;2.592355301485646 ;1.8929131808913877 ;2.592355301485646 ;2.592355301485646 ;0.01 ;0.01 ;2.2560000000000002 ;0.01 ;0.01 ;28639.78817620303 ;1.8423553014856462 ;-4.99 ;4.166666666666666 ;45.83333333333333 ;50 ;0 ;0 ;0 ;stick to current ;3094.962319715756 ;5.901824632995452 ;5.2357731554160125 ;0.22174375595102 ;0 ;0 ;0 ;0 ;0.22174375595102 ;0.22174375595102 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
(household 43) ;1 ;no-experience ;defined-by-similarity ;04:19:34.697 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;65262.475908176886 ;67330.1417130519 ;65262.475908176886 ;65262.475908176886 ;-3.125 ;-4.2628571428571425 ;-3.125 ;-3.125 ;6 ;2.5870879120879122 ;6 ;6 ;no ;67330.1417130519 ;1784.7692307692307 ;0 ;9288.20727266229 ;76618.34898571418 ;0 ;0 ;9288.20727266229 ;0 ;0 ;12386.572122382579 ;0 ;64231.77686333161 ;0 ;0 ;0 ;0 ;0 ;0 ;24114.5706409862 ;0 ;0 ;0 ;0 ;128799.55372666322 ;0 ;0 ;0 ;0 ;108617.33622085952 ;108617.3362208595 ;94538.5158911953 ;108617.3362208595 ;108617.3362208595 ;0.01 ;0.01 ;0.01 ;0.01 ;0.01 ;0.01 ;0.01 ;2.706 ;0.01 ;0.01 ;43354.860312682635 ;3.135 ;-5.99 ;45 ;51 ;4 ;0 ;0 ;0 ;0 ;104684.98308567701 ;-3.1118457152336405 ;2.5870879120879122 ;0.50902653985106 ;0 ;0.50902653985106 ;0 ;0.50902653985106 ;1.52707961955318 ;1.52707961955318 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
(household 44) ;1 ;no-experience ;defined-by-similarity ;04:19:34.698 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;29213.822296791423 ;31338.927357259596 ;29213.822296791423 ;29213.822296791423 ;9.625 ;3.629857142857144 ;9.625 ;9.625 ;46 ;13.55101086411264 ;46 ;46 ;no ;31338.927357259596 ;8932.566083903079 ;0 ;2576.661815694813 ;33915.58917295441 ;0 ;0 ;2576.661815694813 ;0 ;0 ;10058.37947639149 ;0 ;15127.209696562919 ;0 ;8730 ;0 ;0 ;0 ;0 ;2896.8779139412177 ;0 ;0 ;10058.37947639149 ;0 ;15127.209696562919 ;0 ;8730 ;0 ;0 ;85714.48300598524 ;85714.48300598525 ;64574.90983714731 ;85714.48300598525 ;85714.48300598525 ;9.098850276356355 ;9.098850276356355 ;9.790560165813813 ;9.098850276356355 ;9.098850276356355 ;13.55101086411264 ;13.55101086411264 ;26.071428571428573 ;13.55101086411264 ;13.55101086411264 ;56500.66070919382 ;-0.5261497236436448 ;-32.44898913588736 ;46.89265536723164 ;26.55367231638418 ;26.55367231638418 ;0 ;0 ;0 ;change to maize ;31018.71125901319 ;11.233570541110117 ;13.55101086411264 ;0.6492621618945758 ;0 ;0.12985243237891514 ;0.12985243237891514 ;0 ;0.9089670266524061 ;0.9089670266524061 ;0 ;0 ;0 ;0 ;0 ;0 ;3 ;0 ;0
(household 45) ;1 ;no-experience ;defined-by-similarity ;04:19:34.698 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;42998.961197226025 ;31094.374221380207 ;42998.961197226025 ;42998.961197226025 ;4.75 ;17.888714285714286 ;4.75 ;4.75 ;30 ;23.037401883830455 ;30 ;30 ;no ;31094.374221380207 ;15924.945054945056 ;0 ;3244.658519036599 ;34339.032740416806 ;0 ;0 ;3244.658519036599 ;0 ;0 ;6431.508180636633 ;0 ;19531.524559780177 ;0 ;0 ;8376 ;0 ;0 ;0 ;3966.958234295363 ;0 ;0 ;6431.508180636633 ;0 ;19531.524559780177 ;0 ;17460 ;8376 ;0 ;61634.55096591078 ;61634.55096591078 ;56330.263118298186 ;61634.55096591078 ;61634.55096591078 ;2.909924803978507 ;2.909924803978507 ;3.8834548823871042 ;2.909924803978507 ;2.909924803978507 ;12.974230072246293 ;12.974230072246293 ;21.284538043347776 ;12.974230072246293 ;12.974230072246293 ;18635.589768684753 ;-1.840075196021493 ;-17.025769927753707 ;46.2962962962963 ;26.38888888888889 ;27.314814814814813 ;0 ;0 ;0 ;change to maize ;47832.07450612144 ;23.619457336647105 ;23.037401883830455 ;0.7112749534798266 ;0 ;0.17781873836995665 ;0.17781873836995665 ;0 ;1.06691243021974 ;1.06691243021974 ;0 ;0 ;0 ;0 ;0 ;0 ;5 ;0 ;0
(household 46) ;1 ;no-experience ;defined-by-similarity ;04:19:34.698 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;66584.82636159999 ;43904.8263616 ;66584.82636159999 ;66584.82636159999 ;32.25 ;52.69291071428571 ;32.25 ;32.25 ;49 ;47.24657447743301 ;49 ;49 ;no ;18627.956127574613 ;51482.14023571697 ;25276.870234025384 ;0 ;43904.8263616 ;0 ;0 ;0 ;0 ;0 ;0 ;40394.8263616 ;0 ;0 ;0 ;0 ;3510 ;0 ;0 ;0 ;0 ;0 ;0 ;40394.8263616 ;0 ;0 ;26190 ;0 ;3510 ;86365.22180262754 ;86365.22180262754 ;81782.30494429651 ;86365.22180262754 ;86365.22180262754 ;34.93997428809563 ;34.93997428809563 ;35.47648457285737 ;34.93997428809563 ;34.93997428809563 ;47.246574477433015 ;47.24657447743301 ;50.39794468645981 ;47.24657447743301 ;47.24657447743301 ;19780.395441027547 ;2.6899742880956268 ;-1.7534255225669853 ;42.72727272727273 ;19.090909090909093 ;38.18181818181819 ;0 ;0 ;0 ;sell cow ;70094.82636159999 ;57.193392511222854 ;47.24657447743301 ;0.19845559893333334 ;0.09922779946666667 ;0 ;0 ;0 ;0.2976833984 ;0.2976833984 ;0 ;0 ;0 ;0 ;0 ;0 ;2 ;0 ;0
(household 47) ;1 ;no-experience ;defined-by-similarity ;04:19:34.699 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;19916.074998772143 ;11899.726284729375 ;19916.074998772143 ;19916.074998772143 ;3.5 ;11.129999999999999 ;3.5 ;3.5 ;1.09599995613098 ;14.002859752313414 ;1.09599995613098 ;1.09599995613098 ;no ;11899.726284729375 ;7841.601461295512 ;0 ;0 ;11899.726284729375 ;0 ;0 ;0 ;0 ;0 ;8389.726284729375 ;0 ;0 ;0 ;0 ;0 ;3510 ;0 ;0 ;0 ;0 ;0 ;8389.726284729375 ;0 ;0 ;0 ;0 ;8376 ;3510 ;125419.05238401759 ;125419.05238401759 ;84213.66517985804 ;125419.05238401759 ;125419.05238401759 ;2.934809875934853 ;2.934809875934853 ;3.335885925560912 ;2.934809875934853 ;2.934809875934853 ;14.002859752313412 ;14.002859752313414 ;8.89491583164699 ;14.002859752313414 ;14.002859752313414 ;105502.97738524544 ;-0.5651901240651469 ;12.906859796182433 ;70.58823529411765 ;2.941176470588235 ;26.47058823529412 ;0 ;0 ;0 ;sell cow ;20275.726284729375 ;11.709103217418855 ;14.002859752313414 ;0.597179092936898 ;0 ;0 ;0 ;0 ;0.597179092936898 ;0.597179092936898 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
(household 48) ;1 ;no-experience ;defined-by-similarity ;04:19:34.699 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;33566.39282154672 ;31507.25345070533 ;33566.39282154672 ;33566.39282154672 ;2.5 ;5.2474107142857145 ;2.5 ;2.5 ;2.15499997138977 ;24.89713253832911 ;2.15499997138977 ;2.15499997138977 ;no ;30727.27750001468 ;17280.374180373175 ;779.9759506906503 ;3234.7482979137517 ;34742.001748619085 ;0 ;0 ;3234.7482979137517 ;0 ;0 ;0 ;0 ;17990.001748619085 ;0 ;0 ;16752 ;0 ;0 ;0 ;3636.748464353066 ;0 ;0 ;0 ;0 ;17990.001748619085 ;0 ;0 ;16752 ;0 ;183153.37009030173 ;183153.37009030173 ;124996.89882387704 ;183153.37009030173 ;183153.37009030173 ;1.9866261475369331 ;1.9866261475369331 ;2.31697568852216 ;1.9866261475369331 ;1.9866261475369331 ;24.89713253832911 ;24.89713253832911 ;15.908029510122862 ;24.89713253832911 ;24.89713253832911 ;149586.97726875503 ;-0.5133738524630669 ;22.74213256693934 ;43.859649122807014 ;23.684210526315788 ;32.45614035087719 ;0 ;0 ;0 ;stick to current ;31105.25328426602 ;11.381299687849795 ;24.89713253832911 ;0.4890512973714285 ;0 ;0.1630170991238095 ;0 ;0 ;0.652068396495238 ;0.652068396495238 ;0 ;0 ;0 ;0 ;0 ;0 ;2 ;0 ;0
(household 49) ;1 ;no-experience ;defined-by-similarity ;04:19:34.699 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;173777.39528945132 ;182379.91327870483 ;173777.39528945132 ;173777.39528945132 ;12 ;5.172196428571428 ;12 ;12 ;13.5 ;12.56585557299843 ;13.5 ;13.5 ;no ;182379.91327870483 ;10516.87912087912 ;0 ;5024.33089270562 ;187404.24417141045 ;0 ;0 ;5024.33089270562 ;0 ;0 ;15415.246762346405 ;121281.92629141294 ;33247.07111765111 ;0 ;17460 ;0 ;0 ;0 ;0 ;6142.806920883962 ;0 ;0 ;15415.246762346405 ;121281.92629141294 ;33247.07111765111 ;0 ;17460 ;0 ;0 ;299939.1040459576 ;299939.1040459576 ;258163.29030782767 ;299939.1040459576 ;299939.1040459576 ;9.30816181103746 ;9.30816181103746 ;10.984897086622476 ;9.30816181103746 ;9.30816181103746 ;0.01 ;0.01 ;6.081 ;0.01 ;0.01 ;126161.7087565063 ;-2.6918381889625405 ;-13.49 ;20.909090909090907 ;9.090909090909092 ;70 ;0 ;0 ;0 ;change to maize ;181261.43725052648 ;10.063488282604707 ;12.56585557299843 ;0.826053196586664 ;0.275351065528888 ;0.275351065528888 ;0 ;0 ;1.37675532764444 ;1.37675532764444 ;0 ;0 ;0 ;0 ;0 ;0 ;1 ;0 ;0
(household 50) ;1 ;no-experience ;defined-by-similarity ;04:19:34.699 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;0 ;0 ;0 ;0 ;27.75 ;22.337 ;27.75 ;27.75 ;22.5 ;27.226020408163265 ;22.5 ;22.5 ;no ;-8477.897073417907 ;22311.485656419685 ;8477.897073417907 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;79475.97383403461 ;79475.97383403461 ;47685.58430042077 ;79475.97383403461 ;79475.97383403461 ;26.99821644602617 ;26.99821644602617 ;28.686429867615704 ;26.99821644602617 ;26.99821644602617 ;19.57276410937315 ;19.57276410937315 ;21.86865846562389 ;19.57276410937315 ;19.57276410937315 ;79475.97383403461 ;-0.75178355397383 ;-2.92723589062685 ;47.752808988764045 ;49.43820224719101 ;2.8089887640449436 ;0 ;0 ;0 ;stick to current ;0 ;25.193367334025076 ;27.226020408163265 ;0.30101755705383265 ;0 ;0 ;0.15050877852691633 ;0 ;0.45152633558074895 ;0.45152633558074895 ;0 ;0 ;0 ;0 ;0 ;0 ;3 ;0 ;0
(household 51) ;1 ;no-experience ;defined-by-similarity ;04:19:34.699 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;7786.80303739334 ;10572 ;7786.80303739334 ;7786.80303739334 ;10.125 ;10.918839285714286 ;10.125 ;10.125 ;3 ;39.873730981821495 ;3 ;3 ;no ;2972.6471943187335 ;28662.083354554423 ;7599.352805681267 ;0 ;10572 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;10572 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;10572 ;11940.63347611569 ;11940.633476115692 ;10668.44145249642 ;11940.633476115692 ;11940.633476115692 ;10.597311043987887 ;10.597311043987887 ;10.914636626392733 ;10.597311043987887 ;10.597311043987887 ;39.873730981821495 ;39.873730981821495 ;25.274238589092896 ;39.873730981821495 ;39.873730981821495 ;4153.830438722351 ;0.4723110439878866 ;36.873730981821495 ;32.48407643312102 ;28.02547770700637 ;39.490445859872615 ;0 ;0 ;0 ;sell cow ;10572 ;11.600688618190931 ;39.873730981821495 ;0.588539195919266 ;0 ;0 ;0 ;0 ;0.588539195919266 ;0.588539195919266 ;0 ;0 ;0 ;0 ;0 ;0 ;1 ;0 ;0
(household 52) ;1 ;no-experience ;defined-by-similarity ;04:19:34.700 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;0 ;0 ;0 ;0 ;12.964285714285714 ;12.742267857142858 ;12.964285714285714 ;12.964285714285714 ;9 ;6.282927786499215 ;9 ;9 ;no ;-4222.1274725274725 ;7036.879120879121 ;4222.1274725274725 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;12241.63605548027 ;12241.636055480269 ;7344.98163328816 ;12241.636055480269 ;12241.636055480269 ;15.030591359872446 ;15.030591359872446 ;14 ;15.030591359872446 ;15.030591359872446 ;0.10165823331107227 ;0.10165823331107227 ;4.110994939986643 ;0.10165823331107227 ;0.10165823331107227 ;12241.63605548027 ;2.0663056455867324 ;-8.898341766688928 ;39.39393939393939 ;27.27272727272727 ;33.33333333333333 ;0 ;0 ;0 ;stick to current ;0 ;12.742267857142858 ;6.282927786499215 ;0 ;0 ;0 ;0.651798876945455 ;0 ;0.651798876945455 ;0.651798876945455 ;0 ;0 ;0 ;0 ;0 ;0 ;1 ;0 ;0
(household 53) ;1 ;no-experience ;defined-by-similarity ;04:19:34.700 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;37756.04555280796 ;0 ;37756.04555280796 ;37756.04555280796 ;-6.375 ;-2.036375 ;-6.375 ;-6.375 ;6 ;43.38951809577094 ;6 ;6 ;no ;-475.85534314235883 ;24694.676252917026 ;475.85534314235883 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;16752 ;0 ;207299.25219701132 ;207299.25219701132 ;141369.77181697037 ;207299.25219701132 ;207299.25219701132 ;0.01 ;0.01 ;0.01 ;0.01 ;0.01 ;43.38951809577094 ;43.38951809577094 ;13.035714285714286 ;43.38951809577094 ;43.38951809577094 ;169543.20664420334 ;6.385 ;37.38951809577094 ;12.777777777777777 ;32.77777777777778 ;54.44444444444444 ;0 ;0 ;0 ;0 ;16752 ;-1.83649259994964 ;43.38951809577094 ;0.879381310314438 ;0 ;0 ;0 ;0 ;0.879381310314438 ;0.879381310314438 ;0 ;0 ;0 ;0 ;0 ;0 ;1 ;0 ;0
(household 54) ;1 ;no-experience ;defined-by-similarity ;04:19:34.700 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;72743.9010989011 ;78029.9010989011 ;72743.9010989011 ;72743.9010989011 ;20.625 ;30.294285714285714 ;20.625 ;20.625 ;9.60900002717972 ;15.707319466248038 ;9.60900002717972 ;9.60900002717972 ;no ;78029.9010989011 ;8796.098901098901 ;0 ;0 ;78029.9010989011 ;0 ;0 ;0 ;0 ;0 ;72743.9010989011 ;0 ;0 ;0 ;0 ;0 ;5286 ;0 ;0 ;0 ;0 ;0 ;72743.9010989011 ;0 ;0 ;0 ;0 ;0 ;5286 ;155099.06494919377 ;155099.06494919377 ;125794.19446402176 ;155099.06494919377 ;155099.06494919377 ;20.895526184806194 ;20.895526184806194 ;21.818565710883718 ;20.895526184806194 ;20.895526184806194 ;14.260529071756597 ;14.260529071756597 ;12.880367455284832 ;14.260529071756597 ;14.260529071756597 ;82355.16385029267 ;0.2705261848061937 ;4.651529044576877 ;34.285714285714285 ;37.55102040816327 ;28.163265306122447 ;0 ;0 ;0 ;sell cow ;78029.9010989011 ;27.012982142857144 ;15.707319466248038 ;3 ;0 ;0 ;0 ;0 ;3 ;3 ;0 ;0 ;0 ;0 ;0 ;0 ;1 ;0 ;0
(household 55) ;1 ;no-experience ;defined-by-similarity ;04:19:34.700 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;0 ;0 ;0 ;0 ;6.375 ;6.269285714285714 ;6.375 ;6.375 ;7 ;25.056480335645205 ;7 ;7 ;no ;-16837.954785553575 ;28063.25797592263 ;16837.954785553575 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;241598.4630371306 ;241598.46303713057 ;144959.07782227834 ;241598.46303713057 ;241598.46303713057 ;8.623099262665935 ;8.623099262665935 ;8.042609557599562 ;8.623099262665935 ;8.623099262665935 ;25.056480335645205 ;25.056480335645205 ;18.183888201387127 ;25.056480335645205 ;25.056480335645205 ;241598.4630371306 ;2.248099262665935 ;18.056480335645205 ;61.038961038961034 ;22.07792207792208 ;16.883116883116884 ;0 ;0 ;0 ;stick to current ;0 ;6.269285714285714 ;25.056480335645205 ;0 ;0 ;0 ;2.0772393252494057 ;0 ;2.0772393252494057 ;2.0772393252494057 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
(household 56) ;1 ;no-experience ;defined-by-similarity ;04:19:34.700 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;435447.73673678574 ;416453.5435850677 ;435447.73673678574 ;435447.73673678574 ;10.25 ;8.992553571428571 ;10.25 ;10.25 ;41.2949995994568 ;48.3133704660511 ;41.2949995994568 ;41.2949995994568 ;no ;383986.95863188134 ;55550.974921977235 ;32466.58495318634 ;0 ;416453.5435850677 ;0 ;0 ;0 ;0 ;0 ;0 ;416453.5435850677 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;416453.5435850677 ;0 ;0 ;0 ;0 ;0 ;452630.771595443 ;452630.771595443 ;467529.9444888194 ;452630.771595443 ;452630.771595443 ;12.770662822182857 ;12.770662822182857 ;12.274897693309715 ;12.770662822182857 ;12.770662822182857 ;48.313370466051104 ;48.3133704660511 ;26.071428571428573 ;48.3133704660511 ;48.3133704660511 ;17183.03485865728 ;2.5206628221828566 ;7.018370866594303 ;30.943396226415093 ;37.735849056603776 ;31.32075471698113 ;0 ;0 ;0 ;change to pasture ;416453.5435850677 ;10.786619333465394 ;48.3133704660511 ;0 ;0.93488488497778 ;0 ;0.93488488497778 ;0 ;1.86976976995556 ;1.86976976995556 ;0 ;0 ;0 ;0 ;0 ;0 ;1 ;0 ;0
(household 57) ;1 ;no-experience ;defined-by-similarity ;04:19:34.700 PM 23-jun-2023 ;1.05 ;0.45 ;0.45 ;0.5 ;0.75 ;0.9 ;18886.322576434115 ;0 ;18886.322576434115 ;18886.322576434115 ;1.75 ;4.481482142857143 ;1.75 ;1.75 ;7 ;47.178136987276176 ;7 ;7 ;no ;-2706.929754937444 ;28675.531508655862 ;2706.929754937444 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;158293.0585708904 ;158293.0585708904 ;103474.68030192959 ;158293.0585708904 ;158293.0585708904 ;2.6262884067926806 ;2.6262884067926806 ;2.3632730440756085 ;2.6262884067926806 ;2.6262884067926806 ;47.178136987276176 ;47.178136987276176 ;26.071428571428573 ;47.178136987276176 ;47.178136987276176 ;139406.73599445628 ;0.8762884067926806 ;40.178136987276176 ;28.971962616822427 ;26.168224299065418 ;44.85981308411215 ;0 ;0 ;0 ;stick to current ;0 ;4.707598495541448 ;47.178136987276176 ;0.88903539062154 ;0 ;0 ;0.88903539062154 ;0 ;1.77807078124308 ;1.77807078124308 ;0 ;0 ;0 ;0 ;0 ;0 ;1 ;0 ;0
