91,10,-7,1,9.9,208,"house",4,2,0,2,2.8,0,1,0,2.67338125423947,2,9,4,40,5,3,3,2,0
27,-11,-14,1,9.9,357,"house",4,1,1,2,5.96,2,0,1,1.57675175235556,4,8.28399980068205,8.28399980068205,59,2,5,1,1,3
23,-1,-5,1,9.9,230,"house",7,4,0,3,11.2,0,0,0,3.62425569272326,1,11,0,6,4,5,1,4,3
68,-2,-9,1,9.9,120,"house",4,2,0,2,4.84,2,1,1,0.0778667955111111,2,54.9840011596678,32.7800006866454,3,6,3,4,0,3
85,15,-9,1,9.9,290,"house",4,1,1,2,4.85,0,2,1,0.757829258271605,1,0,0,21,2,3,1,2,1
95,5,11,1,9.9,345,"house",2,0,0,2,4.08,1,0,0,0.167826609812245,1,7,0,72.3333333333333,1,3,5,1,3
86,-13,1,1,9.9,342,"house",5,3,0,2,7.96,2,1,1,0.318991932259829,8,10.9340000152588,9.82200002670289,133,3,4,1,4,1
94,-7,9,1,9.9,359,"house",5,1,0,4,6.01,0,1,0,0.29616460555102,5,8.12400019168854,8.12400019168854,45,1,3,3,2,4
41,-8,-8,1,9.9,354,"house",4,2,0,2,1.38,0,0,0,0.1489416992,1,5,3,15,3,4,2,3,0
26,-11,-4,1,9.9,41,"house",5,3,0,2,5.71102661596958,0,1.78707224334601,1.78707224334601,1.5,1,29,26,68,1,2,2,3,5
17,-4,2,1,9.9,70,"house",3,1,0,2,9.54,1.5,6,2,0.138112934688889,1,3.24600005149842,0,112,0,7,1,3,2
98,8,14,1,9.9,17,"house",6,4,0,2,3.28,0,0,0,0.754292000663545,2,20,10,75,2,2,6,3,3
42,-12,12,1,9.9,145,"house",1,0,0,1,3.14,0.5,1,0.5,0.103863417211111,2,6,0,85.5,2,1,2,5,3
97,6,13,1,9.9,196,"house",4,2,0,2,1.42,1,0,0,0.0349517374666667,2,10.8879998326302,9.88799983263016,18,2,4,3,5,5
19,-6,12,1,9.9,188,"house",5,4,0,1,44.8,0,15,4,0.1489416992,1,15,0,57,5,4,2,8,6
